seeds,num_tasks,per_jitter,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted
1756822490,3,0,2044,2022,0.9892367906066536,safe,0.0,False,False
1756822491,3,0,208,204,0.9807692307692307,safe,0.0,False,False
1756822492,3,0,2004,2002,0.999001996007984,safe,0.0,False,False
1756822493,3,0,16,14,0.875,safe,0.0,False,False
1756822494,3,0,54,47,0.8703703703703703,safe,0.0,False,False
1756822495,3,0,150,135,0.9,safe,0.0,False,False
1756822496,3,0,2003,2002,0.9995007488766849,safe,0.0,False,False
1756822497,3,0,3040,3020,0.993421052631579,safe,0.0,False,False
1756822498,3,0,540,500,0.9259259259259259,safe,0.0,False,False
1756822499,3,0,130,120,0.9230769230769231,safe,0.0,False,False
1756822500,3,0,130,115,0.8846153846153846,safe,0.0,False,False
1756822501,3,0,510,455,0.8921568627450981,safe,0.0,False,False
1756822502,3,0,140,120,0.8571428571428571,safe,0.0,False,False
1756822503,3,0,2110,2055,0.9739336492890995,safe,0.0,False,False
1756822504,3,0,310,255,0.8225806451612904,safe,0.0,False,False
1756822505,3,0,70,60,0.8571428571428571,safe,0.0,False,False
1756822506,3,0,32,26,0.8125,safe,0.0,False,False
1756822507,3,0,224,212,0.9464285714285714,safe,0.0,False,False
1756822508,3,0,430,415,0.9651162790697675,safe,0.0,False,False
1756822509,3,0,620,610,0.9838709677419355,safe,0.0,,False
1756822510,3,0,412,406,0.9854368932038835,safe,0.0,False,False
1756822511,3,0,4000,4000,1.0,safe,0.0,,False
1756822512,3,0,2080,2040,0.9807692307692307,safe,0.0,False,False
1756822513,3,0,200,200,1.0,safe,0.0,,False
1756822514,3,0,414,410,0.9903381642512077,safe,0.0,False,False
1756822515,3,0,2020,2010,0.995049504950495,safe,0.0,False,False
1756822516,3,0,620,510,0.8225806451612904,safe,0.0,False,False
1756822517,3,0,340,270,0.7941176470588235,safe,0.0,False,False
1756822518,3,0,2030,2015,0.9926108374384236,safe,0.0,False,False
1756822519,3,0,19,18,0.9473684210526315,safe,0.0,False,False
1756822520,3,0,2060,2030,0.9854368932038835,safe,0.0,False,False
1756822521,3,0,440,420,0.9545454545454546,safe,0.0,False,False
1756822522,3,0,2240,2120,0.9464285714285714,safe,0.0,False,False
1756822523,3,0,16,15,0.9375,safe,0.0,False,False
1756822524,3,0,203,202,0.9950738916256158,safe,0.0,False,False
1756822525,3,0,54,48,0.8888888888888888,safe,0.0,False,False
1756822526,3,0,260,240,0.9230769230769231,safe,0.0,False,False
1756822527,3,0,224,220,0.9821428571428571,safe,0.0,False,False
1756822528,3,0,600,500,0.8333333333333334,safe,0.0,False,False
1756822529,3,0,2140,2070,0.9672897196261683,safe,0.0,False,False
1756822530,3,0,244,240,0.9836065573770492,safe,0.0,False,False
1756822531,3,0,304,252,0.8289473684210527,safe,0.0,False,False
1756822532,3,0,408,404,0.9901960784313726,safe,0.0,False,False
1756822533,3,0,430,415,0.9651162790697675,safe,0.0,False,False
1756822534,3,0,620,510,0.8225806451612904,safe,0.0,False,False
1756822535,3,0,400,400,1.0,safe,0.0,,False
1756822536,3,0,2240,2120,0.9464285714285714,safe,0.0,False,False
1756822537,3,0,224,212,0.9464285714285714,safe,0.0,False,False
1756822538,3,0,220,210,0.9545454545454546,safe,0.0,False,False
1756822539,3,0,540,480,0.8888888888888888,safe,0.0,False,False
1756822540,3,0,2024,2012,0.9940711462450593,safe,0.0,False,False
1756822541,3,0,20,20,1.0,safe,0.0,,False
1756822542,3,0,46,44,0.9565217391304348,safe,0.0,False,False
1756822543,3,0,502,500,0.9960159362549801,safe,0.0,False,False
1756822444,5,0,628,602,0.9585987261146497,safe,0.0,False,False
1756822445,5,0,414,307,0.7415458937198067,safe,0.0,False,False
1756822446,5,0,2146,2082,0.9701770736253494,safe,0.0,False,False
1756822447,5,0,4200,4100,0.9761904761904762,safe,0.0,False,False
1756822448,5,0,680,610,0.8970588235294118,safe,0.0,False,False
1756822449,5,0,152,136,0.8947368421052632,safe,0.0,False,False
1756822450,5,0,524,505,0.9637404580152672,safe,0.0,False,False
1756822451,5,0,142,130,0.9154929577464789,safe,0.0,False,False
1756822452,5,0,2404,2301,0.9571547420965059,safe,0.0,False,False
1756822453,5,0,648,602,0.9290123456790124,safe,0.0,False,False
1756822454,5,0,510,455,0.8921568627450981,safe,0.0,,False
1756822455,5,0,2214,2201,0.9941282746160794,safe,0.0,False,False
1756822456,5,0,138,130,0.9420289855072463,safe,0.0,False,False
1756822457,5,0,2116,2059,0.973062381852552,safe,0.0,False,False
1756822458,5,0,2030,2016,0.993103448275862,safe,0.0,False,False
1756822459,5,0,2260,2205,0.9756637168141593,safe,0.0,False,False
1756822460,5,0,2072,2046,0.9874517374517374,safe,0.0,False,False
1756822461,5,0,2324,2170,0.9337349397590361,safe,0.0,False,False
1756822462,5,0,68,64,0.9411764705882353,safe,0.0,False,False
1756822463,5,0,2270,2220,0.9779735682819384,safe,0.0,False,False
1756822464,5,0,1004,902,0.898406374501992,safe,0.0,False,False
1756822465,5,0,516,500,0.9689922480620154,safe,0.0,False,False
1756822466,5,0,2440,2300,0.9426229508196722,safe,0.0,False,False
1756822467,5,0,488,460,0.9426229508196722,safe,0.0,False,False
1756822468,5,0,3406,3400,0.9982384028185555,safe,0.0,False,False
1756822469,5,0,168,152,0.9047619047619048,safe,0.0,False,False
1756822470,5,0,482,441,0.9149377593360996,safe,0.0,False,False
1756822471,5,0,2234,2220,0.9937332139659804,safe,0.0,False,False
1756822472,5,0,2804,2700,0.9629101283880172,safe,0.0,False,False
1756822473,5,0,86,73,0.8488372093023255,safe,0.0,False,False
1756822474,5,0,2902,2601,0.8962784286698828,safe,0.0,False,False
1756822475,5,0,800,800,1.0,safe,0.0,,False
1756822476,5,0,130,123,0.9461538461538461,safe,0.0,False,False
1756822477,5,0,444,422,0.9504504504504504,safe,0.0,False,False
1756822478,5,0,1000,900,0.9,safe,0.0,False,False
1756822479,5,0,4000,4000,1.0,safe,0.0,,False
1756822480,5,0,316,304,0.9620253164556962,safe,0.0,False,False
1756822481,5,0,2320,2205,0.9504310344827587,safe,0.0,False,False
1756822482,5,0,360,340,0.9444444444444444,safe,0.0,False,False
1756822483,5,0,340,300,0.8823529411764706,safe,0.0,False,False
1756822484,5,0,2462,2250,0.9138911454102355,safe,0.0,False,False
1756822485,5,0,2602,2301,0.8843197540353575,safe,0.0,False,False
1756822486,5,0,3046,3023,0.9924491135915955,safe,0.0,False,False
1756822487,5,0,2530,2415,0.9545454545454546,safe,0.0,False,False
1756822488,5,0,448,424,0.9464285714285714,safe,0.0,False,False
1756822489,5,0,546,491,0.8992673992673993,safe,0.0,False,False
1756822490,5,0,450,425,0.9444444444444444,safe,0.0,False,False
1756822491,5,0,2650,2505,0.9452830188679245,safe,0.0,False,False
1756822492,5,0,506,501,0.9901185770750988,safe,0.0,False,False
1756822493,5,0,458,440,0.9606986899563319,safe,0.0,False,False
1756822494,5,0,334,315,0.9431137724550899,safe,0.0,False,False
1756822495,5,0,2452,2440,0.9951060358890701,safe,0.0,False,False
1756822496,5,0,4140,4070,0.9830917874396136,safe,0.0,False,False
1756822497,5,0,662,600,0.9063444108761329,safe,0.0,False,False
1756822498,5,0,2280,2210,0.9692982456140351,safe,0.0,False,False
1756822499,5,0,490,460,0.9387755102040817,safe,0.0,False,False
1756822500,5,0,94,90,0.9574468085106383,safe,0.0,False,False
1756822501,5,0,217,209,0.9631336405529954,safe,0.0,False,False
1756822502,5,0,464,451,0.9719827586206896,safe,0.0,False,False
1756822503,5,0,466,442,0.9484978540772532,safe,0.0,False,False
1756822504,5,0,460,435,0.9456521739130435,safe,0.0,False,False
1756822505,5,0,200,180,0.9,safe,0.0,False,False
1756822506,5,0,260,235,0.9038461538461539,safe,0.0,False,False
1756822507,5,0,70,60,0.8571428571428571,safe,0.0,False,False
1756822508,5,0,670,625,0.9328358208955224,safe,0.0,False,False
1756822509,5,0,412,406,0.9854368932038835,safe,0.0,False,False
1756822510,5,0,2452,2420,0.9869494290375204,safe,0.0,False,False
1756822511,5,0,2180,2130,0.9770642201834863,safe,0.0,False,False
1756822512,5,0,2424,2213,0.9129537953795379,safe,0.0,False,False
1756822513,5,0,4042,4040,0.9995051954477981,safe,0.0,,False
1756822514,5,0,4000,4000,1.0,safe,0.0,,False
1756822515,5,0,560,480,0.8571428571428571,safe,0.0,False,False
1756822516,5,0,2520,2400,0.9523809523809523,safe,0.0,False,False
1756822517,5,0,118,110,0.9322033898305084,safe,0.0,False,False
1756822518,5,0,546,503,0.9212454212454212,safe,0.0,False,False
1756822519,5,0,4110,4055,0.98661800486618,safe,0.0,False,False
1756822520,5,0,2350,2190,0.9319148936170213,safe,0.0,False,False
1756822521,5,0,2340,2260,0.9658119658119658,safe,0.0,False,False
1756822522,5,0,2520,2450,0.9722222222222222,safe,0.0,False,False
1756822523,5,0,522,505,0.9674329501915708,safe,0.0,False,False
1756822524,5,0,102,101,0.9901960784313726,safe,0.0,False,False
1756822525,5,0,4014,4007,0.9982561036372696,safe,0.0,False,False
1756822526,5,0,546,474,0.8681318681318682,safe,0.0,False,False
1756822527,5,0,804,802,0.9975124378109452,safe,0.0,False,False
1756822528,5,0,74,60,0.8108108108108109,safe,0.0,False,False
1756822529,5,0,2610,2405,0.921455938697318,safe,0.0,False,False
1756822530,5,0,244,230,0.9426229508196722,safe,0.0,False,False
1756822531,5,0,2424,2410,0.9942244224422442,safe,0.0,False,False
1756822532,5,0,760,620,0.8157894736842105,safe,0.0,False,False
1756822533,5,0,528,520,0.9848484848484849,safe,0.0,False,False
1756822534,5,0,190,155,0.8157894736842105,safe,0.0,False,False
1756822535,5,0,2088,2060,0.9865900383141762,safe,0.0,False,False
1756822536,5,0,2800,2400,0.8571428571428571,safe,0.0,False,False
1756822537,5,0,2530,2265,0.8952569169960475,safe,0.0,False,False
1756822538,5,0,830,715,0.8614457831325302,safe,0.0,False,False
1756822539,5,0,2740,2450,0.8941605839416058,safe,0.0,False,False
1756822540,5,0,254,227,0.8937007874015748,safe,0.0,False,False
1756822541,5,0,2044,2030,0.9931506849315068,safe,0.0,False,False
1756822542,5,0,454,446,0.9823788546255506,safe,0.0,False,False
1756822543,5,0,400,350,0.875,safe,0.0,False,False
1756822444,8,0,570,504,0.8842105263157894,safe,0.08,False,False
1756822445,8,0,152,135,0.8881578947368421,safe,0.08,False,False
1756822446,8,0,2510,2320,0.9243027888446215,safe,0.08,False,True
1756822447,8,0,2952,2700,0.9146341463414634,safe,0.08,False,False
1756822448,8,0,4200,4100,0.9761904761904762,safe,0.08,False,False
1756822449,8,0,776,670,0.8634020618556701,safe,0.08,False,False
1756822450,8,0,360,355,0.9861111111111112,safe,0.08,,False
1756822451,8,0,1700,1650,0.9705882352941176,safe,0.08,,False
1756822452,8,0,4034,4022,0.9970252850768468,safe,0.08,,False
1756822453,8,0,2536,2505,0.987776025236593,safe,0.08,False,False
1756822454,8,0,6114,6058,0.99084069349035,safe,0.08,,False
1756822455,8,0,542,441,0.8136531365313653,safe,0.08,False,False
1756822456,8,0,706,650,0.9206798866855525,safe,0.08,False,False
1756822457,8,0,814,641,0.7874692874692875,safe,0.08,False,False
1756822458,8,0,2782,2500,0.8986340762041697,safe,0.08,False,False
1756822459,8,0,4050,4025,0.9938271604938271,safe,0.08,False,False
1756822460,8,0,2606,2380,0.9132770529547198,safe,0.08,False,False
1756822461,8,0,768,650,0.8463541666666666,safe,0.08,False,False
1756822462,8,0,0,3605,,,0.08,False,False
1756822463,8,0,2960,2685,0.9070945945945946,safe,0.08,False,False
1756822464,8,0,4564,4500,0.985977212971078,safe,0.08,,False
1756822465,8,0,4000,4000,1.0,safe,0.08,,False
1756822466,8,0,582.0,472,0.8109965635738832,safe,0.08,False,False
1756822467,8,0,2100,2050,0.9761904761904762,safe,0.08,False,False
1756822468,8,0,5116,5103,0.9974589523064894,safe,0.08,False,False
1756822469,8,0,1504,1452,0.9654255319148937,safe,0.08,False,False
1756822470,8,0,0,740,,,0.08,False,False
1756822471,8,0,2816,2650,0.9410511363636364,safe,0.08,False,False
1756822472,8,0,3144,2822,0.8975826972010178,safe,0.08,False,False
1756822473,8,0,496.7,420,0.8455808335011074,safe,0.08,True,False
1756822474,8,0,0,470,,,0.08,False,False
1756822475,8,0,2914,2651,0.9097460535346603,safe,0.08,False,False
1756822476,8,0,360,305,0.8472222222222222,safe,0.08,False,True
1756822477,8,0,4500,4420,0.9822222222222222,safe,0.08,False,False
1756822478,8,0,3682,3520,0.9560021727322108,safe,0.08,False,False
1756822479,8,0,3248,3200,0.9852216748768473,safe,0.08,False,False
1756822480,8,0,2594,2310,0.8905165767154973,safe,0.08,False,False
1756822481,8,0,0,940,,,0.08,False,False
1756822482,8,0,3700,3220,0.8702702702702703,safe,0.08,False,False
1756822483,8,0,1049.1,1000,0.9531979792202842,safe,0.08,True,True
1756822484,8,0,186,148,0.7956989247311828,safe,0.08,False,False
1756822485,8,0,2248,2202,0.9795373665480427,safe,0.08,False,False
1756822486,8,0,836,653,0.7811004784688995,safe,0.08,False,False
1756822487,8,0,3694,3640,0.9853817000541418,safe,0.08,False,False
1756822488,8,0,798,660,0.8270676691729323,safe,0.08,False,False
1756822489,8,0,4020,4010,0.9975124378109452,safe,0.08,False,False
1756822490,8,0,324,265,0.8179012345679012,safe,0.08,False,False
1756822491,8,0,1000,800,0.8,safe,0.08,False,False
1756822492,8,0,482,448,0.9294605809128631,safe,0.08,False,False
1756822493,8,0,4264,4142,0.9713883677298312,safe,0.08,False,False
1756822494,8,0,455,440,0.967032967032967,safe,0.08,False,False
1756822495,8,0,2386,2300,0.9639564124057,safe,0.08,False,False
1756822496,8,0,0,715,,,0.08,False,False
1756822497,8,0,2434,2260,0.9285127362366475,safe,0.08,False,False
1756822498,8,0,5150,5120,0.9941747572815534,safe,0.08,False,False
1756822499,8,0,5404,4900,0.9067357512953368,safe,0.08,False,False
1756822500,8,0,4426,4400,0.9941256213285133,safe,0.08,,False
1756822501,8,0,284,260,0.9154929577464789,safe,0.08,False,False
1756822502,8,0,3626,3521,0.971042471042471,safe,0.08,False,False
1756822503,8,0,5234,5220,0.9973251815055407,safe,0.08,False,False
1756822504,8,0,551.6,602,1.0913705583756346,exceed,0.08,False,False
1756822505,8,0,2198,2132,0.9699727024567789,safe,0.08,False,False
1756822506,8,0,3952,3700,0.9362348178137652,safe,0.08,False,False
1756822507,8,0,2442,2355,0.9643734643734644,safe,0.08,False,False
1756822508,8,0,0,2800,,,0.08,False,False
1756822509,8,0,0,1051,,,0.08,False,False
1756822510,8,0,2162,2111,0.9764107308048103,safe,0.08,False,False
1756822511,8,0,2658,2351,0.8844996237772762,safe,0.08,False,False
1756822512,8,0,3016,2800,0.9283819628647215,safe,0.08,False,False
1756822513,8,0,3082,2840,0.9214795587280986,safe,0.08,False,False
1756822514,8,0,2612,2505,0.9590352220520674,safe,0.08,False,False
1756822515,8,0,3380,3300,0.9763313609467456,safe,0.08,,False
1756822516,8,0,1082,941,0.8696857670979667,safe,0.08,False,False
1756822517,8,0,4606,4402,0.9557099435518889,safe,0.08,False,False
1756822518,8,0,830,664,0.8,safe,0.08,False,False
1756822519,8,0,2740,2570,0.9379562043795621,safe,0.08,False,False
1756822520,8,0,2190,2135,0.9748858447488584,safe,0.08,False,False
1756822521,8,0,2508,2461,0.9812599681020734,safe,0.08,False,False
1756822522,8,0,2292,2170,0.9467713787085514,safe,0.08,False,False
1756822523,8,0,800,700,0.875,safe,0.08,False,False
1756822524,8,0,720,710,0.9861111111111112,safe,0.08,,False
1756822525,8,0,6010,6005,0.9991680532445923,safe,0.08,,False
1756822526,8,0,544,520,0.9558823529411765,safe,0.08,False,False
1756822527,8,0,2636,2400,0.9104704097116844,safe,0.08,False,False
1756822528,8,0,2676,2621,0.9794469357249627,safe,0.08,False,False
1756822529,8,0,5040,4520,0.8968253968253969,safe,0.08,False,False
1756822530,8,0,2532.4,2282,0.9011214658031906,safe,0.08,False,False
1756822531,8,0,1142,1080,0.9457092819614711,safe,0.08,,False
1756822532,8,0,888.7,804,0.9046922471025093,safe,0.08,True,False
1756822533,8,0,786,672,0.8549618320610687,safe,0.08,False,False
1756822534,8,0,2594,2330,0.8982266769468004,safe,0.08,False,False
1756822535,8,0,676,660,0.9763313609467456,safe,0.08,False,False
1756822536,8,0,812,740,0.9113300492610837,safe,0.08,False,False
1756822537,8,0,4362,4201,0.9630903255387437,safe,0.08,False,False
1756822538,8,0,0,1010,,,0.08,False,False
1756822539,8,0,924,805,0.8712121212121212,safe,0.08,False,False
1756822540,8,0,2186,2130,0.9743824336688015,safe,0.08,False,False
1756822541,8,0,946,782,0.8266384778012685,safe,0.08,False,False
1756822542,8,0,830,816,0.983132530120482,safe,0.08,False,False
1756822543,8,0,4260,4210,0.9882629107981221,safe,0.08,,False
1756822444,10,0,2638.4,2550,0.9664948453608248,safe,0.07,False,False
1756822445,10,0,6220,6200,0.9967845659163987,safe,0.07,,False
1756822446,10,0,3310,2755,0.8323262839879154,safe,0.07,False,False
1756822447,10,0,1474.0,1225,0.8310719131614654,safe,0.07,,False
1756822448,10,0,0,120,,,0.07,False,False
1756822449,10,0,4724,4650,0.9843353090601186,safe,0.07,False,False
1756822450,10,0,3502,3410,0.9737292975442604,safe,0.07,False,False
1756822451,10,0,534,500,0.9363295880149812,safe,0.07,False,False
1756822452,10,0,0,4305,,,0.07,False,False
1756822453,10,0,3780,3480,0.9206349206349206,safe,0.07,False,False
1756822454,10,0,2144,2104,0.9813432835820896,safe,0.07,False,False
1756822455,10,0,2573,2441,0.9486980178779635,safe,0.07,False,False
1756822456,10,0,2960,2603,0.8793918918918919,safe,0.07,False,False
1756822457,10,0,4234,4210,0.9943316013226263,safe,0.07,,False
1756822458,10,0,390,346,0.8871794871794871,safe,0.07,False,False
1756822459,10,0,686,652,0.9504373177842566,safe,0.07,False,False
1756822460,10,0,902,900,0.9977827050997783,safe,0.07,,False
1756822461,10,0,2920,2635,0.9023972602739726,safe,0.07,False,False
1756822462,10,0,0,1000,,,0.07,False,False
1756822463,10,0,2956,2610,0.8829499323410014,safe,0.07,False,False
1756822464,10,0,4560,4440,0.9736842105263158,safe,0.07,,False
1756822465,10,0,4446.8,4050,0.9107672933345327,safe,0.07,False,False
1756822466,10,0,3396,3360,0.9893992932862191,safe,0.07,False,False
1756822467,10,0,4130,4105,0.9939467312348669,safe,0.07,,False
1756822468,10,0,4472,4440,0.9928443649373881,safe,0.07,False,False
1756822469,10,0,3124,2902,0.9289372599231754,safe,0.07,False,False
1756822470,10,0,6552,6475,0.9882478632478633,safe,0.07,False,False
1756822471,10,0,1400,1400,1.0,safe,0.07,,False
1756822472,10,0,3050,3042,0.9973770491803279,safe,0.07,False,False
1756822473,10,0,2792,2551,0.9136819484240688,safe,0.07,False,False
1756822474,10,0,524,441,0.8416030534351145,safe,0.07,False,False
1756822475,10,0,3056,2824,0.9240837696335078,safe,0.07,False,False
1756822476,10,0,0,3605,,,0.07,False,False
1756822477,10,0,6102,6051,0.9916420845624385,safe,0.07,,False
1756822478,10,0,788,700,0.8883248730964467,safe,0.07,False,False
1756822479,10,0,2514,2272,0.903739061256961,safe,0.07,False,False
1756822480,10,0,1320,1160,0.8787878787878788,safe,0.07,False,False
1756822481,10,0,6214,6202,0.9980688767299646,safe,0.07,False,False
1756822482,10,0,3640,3020,0.8296703296703297,safe,0.07,False,False
1756822483,10,0,3810,3250,0.8530183727034121,safe,0.07,False,False
1756822484,10,0,2824,2610,0.9242209631728046,safe,0.07,False,False
1756822485,10,0,2554,2416,0.9459671104150352,safe,0.07,False,False
1756822486,10,0,8042,8040,0.9997513056453619,safe,0.07,False,False
1756822487,10,0,4666,4402,0.9434204886412345,safe,0.07,False,False
1756822488,10,0,4824,4412,0.9145936981757877,safe,0.07,False,False
1756822489,10,0,1216.6,1112,0.9140226861745849,safe,0.07,False,False
1756822490,10,0,2866,2842,0.9916259595254711,safe,0.07,False,False
1756822491,10,0,2394,2242,0.9365079365079365,safe,0.07,False,False
1756822492,10,0,4435,4412,0.9948139797068771,safe,0.07,False,False
1756822493,10,0,4620,4410,0.9545454545454546,safe,0.07,False,False
1756822494,10,0,6466,6234,0.9641200123724095,safe,0.07,False,False
1756822495,10,0,4000,4000,1.0,safe,0.07,,False
1756822496,10,0,5092,5051,0.9919481539670071,safe,0.07,False,False
1756822497,10,0,2726,2605,0.9556126192223038,safe,0.07,False,False
1756822498,10,0,2880,2821,0.9795138888888889,safe,0.07,False,False
1756822499,10,0,2780,2418,0.8697841726618705,safe,0.07,False,False
1756822500,10,0,4954,4720,0.9527654420670165,safe,0.07,False,False
1756822501,10,0,924,802,0.8679653679653679,safe,0.07,False,False
1756822502,10,0,3135.5,3000,0.9567852017222134,safe,0.07,False,False
1756822503,10,0,1204.0,1202,0.9983388704318937,safe,0.07,False,False
1756822504,10,0,4458,4412,0.9896814715118888,safe,0.07,False,False
1756822505,10,0,1248.0,1024,0.8205128205128205,safe,0.07,False,False
1756822506,10,0,2912,2651,0.9103708791208791,safe,0.07,False,False
1756822507,10,0,874,837,0.9576659038901602,safe,0.07,False,False
1756822508,10,0,2670,2552,0.9558052434456928,safe,0.07,False,False
1756822509,10,0,5020,4710,0.9382470119521913,safe,0.07,False,False
1756822510,10,0,6000,6000,1.0,safe,0.07,,False
1756822511,10,0,4524,4501,0.9949160035366932,safe,0.07,False,False
1756822512,10,0,3686,3470,0.9413998914812806,safe,0.07,False,False
1756822513,10,0,4470,4300,0.9619686800894854,safe,0.07,,True
1756822514,10,0,1140,860,0.7543859649122807,safe,0.07,False,False
1756822515,10,0,0,1302,,,0.07,False,False
1756822516,10,0,4660,4330,0.9291845493562232,safe,0.07,False,False
1756822517,10,0,930,745,0.8010752688172043,safe,0.07,False,True
1756822518,10,0,3258,2900,0.8901166359729895,safe,0.07,False,False
1756822519,10,0,4004,4002,0.9995004995004995,safe,0.07,False,False
1756822520,10,0,2620,2510,0.9580152671755725,safe,0.07,False,False
1756822521,10,0,3304,2820,0.8535108958837773,safe,0.07,False,False
1756822522,10,0,2484,2325,0.9359903381642513,safe,0.07,False,False
1756822523,10,0,4960,4610,0.9294354838709677,safe,0.07,False,False
1756822524,10,0,654,587,0.8975535168195719,safe,0.07,False,False
1756822525,10,0,4607,4452,0.9663555459084002,safe,0.07,,False
1756822526,10,0,2546.7,2310,0.9070561903640005,safe,0.07,False,False
1756822527,10,0,2634,2502,0.9498861047835991,safe,0.07,False,False
1756822528,10,0,2306,2200,0.9540329575021682,safe,0.07,False,False
1756822529,10,0,4012,4006,0.9985044865403788,safe,0.07,False,False
1756822530,10,0,2784,2622,0.9418103448275862,safe,0.07,False,False
1756822531,10,0,823.3,720,0.8745293331713835,safe,0.07,False,False
1756822532,10,0,3184,2800,0.8793969849246231,safe,0.07,False,False
1756822533,10,0,9000,9000,1.0,safe,0.07,,False
1756822534,10,0,768.5,685,0.8913467794404685,safe,0.07,False,False
1756822535,10,0,658,580,0.8814589665653495,safe,0.07,False,False
1756822536,10,0,2724,2680,0.9838472834067548,safe,0.07,False,False
1756822537,10,0,5202,5101,0.9805843906189927,safe,0.07,,False
1756822538,10,0,598,555,0.9280936454849499,safe,0.07,,False
1756822539,10,0,0,650,,,0.07,False,False
1756822540,10,0,4520,4300,0.9513274336283186,safe,0.07,False,False
1756822541,10,0,3702,3642,0.9837925445705025,safe,0.07,False,False
1756822542,10,0,6430,6305,0.9805598755832037,safe,0.07,False,False
1756822543,10,0,0,910,,,0.07,False,False
